headline,label
World Bank to provide up to $480 million to aid Rohingya refugees in Bangladesh,0
Mile End fire: Sixty firefighters and eight fire engines battle east London tower block blaze,-1
Greece: Law seems ill fit for animal cruelty problem,-1
China says US should tell airlines to change websites in Taiwan row,0
"Trump wants out of World Trade Organization, WTO, but it's unlikely",0
"Indonesia’s airport on Bali will be shut on Friday (29 Jun, 18) until 7 pm local time due to the impact of volcanic ash from an eruption at Mount Agung on the resort island",0
Kangaroo and joey euthanased after mum found shot with arrow in Canberra yard,0
The Ukrainian Canadian Congress believes a brand of liquor it calls offensive is no longer available in Canada. Executive director Ihor Michalchyshyn says he’s pleased that Alberta recently pulled Hammer + Sickle vodka from shelves following a complaint by his organization.,-1
"Women ride to Hamilton city hall in sundresses to urge city to create more bike lanes: ""The barrier to cycling isn't the clothing that you're wearing,"" Merolli said. ""It's the infrastructure that supports that kind of travel around the city.",1
India is using plastic waste to make better roads.,0
WTO backs Australia's plain tobacco packaging in landmark ruling | SBS News,0
Artificial Intelligence May Make Traffic Congestion a Thing of the Past,1
Istanbul LGBT pride march will go ahead despite ban: organizers,1
"Africa’s last monarchy, eSwatini – formerly known as Swaziland – will celebrate gay pride in the nation's first LGBT event on Saturday, despite open criticism from the public and the risk of arrest. ""This will be the first time this community has been able to come together in public.""",1
Man detained at Moscow airport after false bomb threat: authorities,-1
Islamist militants attack base of regional military force in Mali,-1
"At least 23 killed, 11 missing after heavy rain floods northern Vietnam",-1
"Donald Trump’s closest confidants were willing to exchange inside information about US government appointments with Yousef al-Otaiba, the Emirati ambassador to Washington, a new set of leaked emails has revealed.",-1
Bali reopens airport after volcano eruption strands thousands of tourists,0
Financial Action Task Force’s (FATF) puts Pakistan on ‘grey-list’ over global terror finance,-1
"Members of Nicaragua's press demanded that the government of President Daniel Ortega put an end to slander, aggression and death threats against journalists covering repression against protestors that have left over 200 dead in two months",-1
"As sanctions bit, Iranian executives bought African passports",0
"Campaigners are calling on Thai authorities to amend a law they say violates the rights of indigenous people, after the country's top court ruled that a group of Karen evicted from a national park had no legal right over the land.",-1
"Restrictions, better rainfall ensures Cape Town, South Africa will not run out of water in 2019 - officials",1
"A power and telecoms outage took place at the same time as a grenade attack at a rally attended by Ethiopian Prime Minister Abiy Ahmed as part of a wider plot, his office has said.",-1
Virgin airlines says it will no longer help to deport immigrants,0
3 hospitals bombed in southern Syria,0
Two Syrian airlines have been denied access to Georgian airspace in retaliation for Damascus’s recognition of breakaway republics Abkhazia and South Ossetia last month.,-1
"Facebook patents system that can use your phone's mic to monitor TV habits - The patent application describes a system where an audio fingerprint embedded in TV shows or ads, inaudible to human ears, would trigger the phone, tablet or long-rumoured smart speaker to turn on the microphone",1
"Russia warns it could strip France 24, Deutsche Welle of license: agencies",0
The U.S. and Japan Agree to Continue Joint Military Exercises,1
North Korea has reportedly increased nuclear production since summit,1
Greece reaches deal with Germany's Merkel to take back asylum seekers: FT,0
Poland's Kaczynski says Germany should pay damages for World War Two: Kaczynski also said that Polish-U.S. relations suffered due to Polish legislation that threatened jail terms for people who suggest the Polish nation was complicit in Nazi crimes against the Jews.,-1
US postpones '2+2 dialogue' with India due to 'unavoidable reasons',-1
Canada makes retaliatory tariffs official: 'We will not back down',0
"AMLO, Mexico’s answer to Donald Trump",0
Surge in Britons getting EU nationality,0
"DR Congo will open Virunga, Salonga parks to oil companies | Kinshasa has defended its right to declassify sections of the parks over the protests of environmental activists. The two UNESCO World Heritage sites are home to countless rare plants and animals.",-1
The Quebec government will wait for its lawyers to study a court decision this week that temporarily suspended a law banning people from covering their faces when receiving or giving a public service before deciding on its next step.,0
"More than 40% of Canadian children live in daycare ‘deserts' - estimated 776,000 Canadian children live in areas of country parched of available daycare spaces, suggests new report that outlines statistical flip side of high child care costs in some parts of country.",1
Japan Christian sites added to UNESCO World Heritage list,0
Mali: G5 force headquarters targeted in deadly attack,-1
Netherlands heavily involved in illegal ivory trade: report,-1
Trump privately floats plan to make a deal with Putin on Syria,0
Trump asks Saudi Arabia to increase oil production,1
Canadian populist Doug Ford sworn in as Ontario province premier,0
"Unesco names three new world heritage sites: 16th-century Kenyan dry-stone walled settlement, ancient city in Oman and oasis in Saudi Arabia recognised by UN body",0
"Crime is getting worse in México: Three (3) more political assassinations in Oaxaca, Guerrero and in San Luis Potosí.",-1
Turkey: ex-opposition legislator arrested for ‘terror’ links,-1
The Baltic states and Poland have signed an agreement to connect their power grids to the European Union network by 2025 in a bid to end their dependence on Russia dating back to the Soviet era.,1
Researchers say poliovirus may help treat brain cancer,0
VP Pence tells Central America to do more to stop migrants,-1
"Papering over cracks, EU leaders claim summit victory on migration",0
Taiwan scores top marks in US human trafficking report,1
Brazilian mayor refuses to meet with Mike Pence. VP's visit to refugees in Northern Brazil criticized by local politicians.,-1
Israel Reverses Ban On Indonesia Tourists,-1
Scientists have found the 'building blocks' for life on Saturn's moon Enceladus,-1
South Mumbai's Art Deco and Victorian now have a UNESCO World Heritage tag,0
"A Kurdish family in the UK has ended their hunger strike 24 hours after they launched it, demanding a response on their immigration status after waiting nearly 20 years for a decision",-1
"Syrian offensive uprooted 120,000 people so far, U.N. warns of catastrophe",-1
Leftist Femke Halsema 1st Woman to Become Amsterdam's Mayor,0
"‘Deeply concerned’: Marijuana legalization moving too fast for most Canadians, poll suggests",0
"French congressmen include ""climate"" and ""biodiversity"" in Article 1 of the French Constitution",0
Protests in Tehran caused by plunging currency resulting from threat of renewed sanctions,-1
Spanish rescue ship told not to respond to distress call,0
Russians offered business deals to Brexit’s biggest backer.,0
"US considering troop withdrawal from Germany, report says - European officials are reportedly trying to figure out if a US evaluation of moving troops from Germany is a negotiating ploy ahead of a NATO summit in July.",0
Britain's BAE Systems wins contract to build Australian warships,1
"Almost half of fast-food outlets in England are in most deprived parts of country raising fresh concerns about child obesity in poorer areas. The most affluent 10% of England is home to just 3% of fast-food restaurants, chip shops and burger bars, and poorest decile has 17%.",-1
Thousands of street loiterers arrested in the Philippines,-1
Tens of thousands to march against government austerity cuts on week NHS turns 70 | Demonstration comes as NHS officials announced plans to cut back on 17 'unnecessary or risky' procedures,-1
Lewis Hamilton says Mercedes technology can help his title push,1
Malaysia to withdraw troops stationed in Saudi Arabia,0
Rebuilding North Korean infrastructure “would cost $63bn” - US investment bank Citigroup has released a research note that tries to quantify the cost of upgrading North Korea’s infrastructure to the level of the south.,0
"Norway invents driverless ferry to end need for footbridges...but fears it could be hacked - The first prototype is currently shuttling people and their bicycles back on forth on the waterways of Trondheim, in trials organised by The Norwegian University of Science and Technology (NNTU).",-1
"Islamist militants attack African military base in Mali, at least six dead",-1
Near-record tree cover losses in 2017 strip area as big as Italy,-1
Man hired by state government in northeast India to dispel child-lifting rumors lynched by crowd who thought he was a kidnapper,0
Uruguay boss Tabarez: No one can contain Ronaldo,-1
"Yemen's warring sides will return to peace talks, U.N. says",0
"DR Congo to allow oil drilling in two national parks listed as UNESCO World Heritage sites and home to mountain gorillas, bonobos and other rare species",1
Trump says Saudi king agreed to raise oil production up to 2 million barrels,1
Baidu’s AI lab in Silicon Valley surpasses Harvard and MIT in tumor recognition accuracy.,-1
Italy’s populist government threatens to veto EU migration plan if it isn't tough enough,-1
Flights between Australia and Bali disrupted after Mount Agung eruption,0
Tropical Forest Loss Slowed in 2017 To the Second Worst Total Ever,-1
German police investigate 21 deaths linked to poisoned sandwich case,-1
"New Zealand: majority of callers to new sexual harm helpline are teenage girls - A nationwide sexual harm helpline in New Zealand has received more than 1,200 phone calls in its first month of operation; the majority of them teenage girls aged 13-19.",-1
"The Diet enacted a bill Friday that Prime Minister Shinzo Abe says represents the biggest shake-up of the nation’s labor laws in decades, ushering in a legally binding overtime cap and exempting skilled white-collar employees from work-time regulations.",0
Joachim Löw cannot survive Germany’s World Cup humiliation,-1
EU leaders extend Russian sanctions over Ukraine for six more months,0
Man arrested after vulture chicks and eggs seized at Heathrow Airport | The chicks and eggs are now being cared for at a specialist facility,-1
US-Israeli teen convicted of threats against Jewish centres,-1
France replaced the word “race” with “sex” in its constitution.,0
"Donald Tusk, the European Council president, warns to prepare for “worst-case scenarios” as relations with the US rapidly deteriorate - Senior EU officials are anticipating a new American doctrine in which there are “no friends, only enemies”",1
Rival Palestinian leaderships divided over Gaza-Cyprus port proposal,0
"A British aristocrat who died in custody in Kenya was beaten to death by police, an inquest has ruled. Alexander Monson, son of Lord Nicholas Monson, was arrested for smoking cannabis in 2012. His family had maintained he was killed by the police, while officers claimed he died of a drug overdose.",-1
Russians Offered Business Deals to Brexit’s Biggest Backer,0
"Trump, Putin to Meet July 16 in Helsinki",0
Japan to buy advanced US radar for missile defence system,1
Iran cleric calls for calm after days of protests - Fars news agency,0
"To Protect Children From Trump Border Policy, Canadian Youth Refugee Choir Cancels US Performance",0
"Internet users in Indian languages could reach 536mn in the next four years, Google has predicted | According to officials at Mountain View, the number of non-English-speaking Indian Internet users, currently 234mn is already higher than the number of English-speaking Internet users (175mn).",0
Gaza Teen Dies After Being Hit On Israel Border,0
Amsterdam chooses its first woman mayor,0
Victorians able to take polluters to court under huge changes to state’s aging environment laws. EPA's powers beefed up by new legislation that will give watchdog teeth after series of cases where it has been unable to stop looming environmental disasters.,-1
Facial recognition to be deployed by police across London,0
Venezuela's government blocks Tor browser,-1
Italian Gun Ownership on the Rise as Populist Salvini Offers Stronger Self-Defence Laws,0
Mali G5 force headquarters targeted in deadly attack,-1
Trump to meet with Putin July 16 in Finland,0
"Sixty years ago the Thames Estuary was regarded as ""biologically dead"" and largely devoid of wildlife. But, in recent years seals have returned to the Thames as well as to the coastal and low-lying lands bordering the estuary. Last year, scientists recorded more than 3,500 harbour and grey seals.",0
"Special counsel Mueller reportedly interested in Brexit boosters' ties to Trump associates, Russia",1
Japan to buy advanced U.S. radar for missile defense system,1
Qatar takes UAE to court over 'racially discriminatory' boycott,-1
Putin-Trump summit set for July 16 in Helsinki: Kremlin,0
Russia Will Not Let US ‘Deal Of The Century’ Go Ahead,0
"11-yr-old from PoK crosses into India by mistake, sent back with sweets, new clothes",1
Indian state cuts internet after three new lynchings,-1
Deluge of electronic waste turning Thailand into 'world's rubbish dump' - Thailand has been swamped by waste from the west after Chinese ban on imports,-1
"Russian billionaire and senator from Dagestan Suleyman Kerimov has been pardoned by the French justice system, and can leave his villa, where he has been under house arrest since the end of last year | Kerimov, who was suspected of money laundering, has had all the charges against him dropped",0
Israel transferred aid to Syrians seeking refuge near border in overnight mission,0
"State Dept official says it will work with countries to reduce Iranian oil purchases to zero, clarifying earlier comments",0
US Turning into Top EU Soybean Supplier,1
"'Something is not right': How $US100,000 ensured a million-dollar illegal catch was forgotten in East Timor",-1
"At rally in North Dakota, Trump says that the EU was ‘set up to take advantage’ of the US",0
Cannot tolerate Pakistan becoming haven for terror groups: Nikki Haley,-1
Tokyo government passes strict anti-smoking laws ahead of the 2020 Olympics,0
s Revealed: how US sex traffickers recruit jailed women for prostitution,-1
"China-based hacking breached satellite, defense companies",0
Haftar's forces say they have captured Libyan city of Derna,0
"Trump-Putin meeting set for July 16 in Helsinki, Finland",0
"'Happy, proud and humble': Femke Halsema is Amsterdam's first female mayor",1
Irish woman receives €7.4m over cervical smear cancer scandal | Health service and lab admit liability over Emma Mhic Mhathúna’s false negative tests,-1
NAFTA lawsuits target Canada most while U.S. hasn't lost yet,0
Post-election Crackdown: Erdogan Detains 324 Security Staff in 24 Hours,1
Russia decades ahead of rivals in military capability: Putin,0
"Canada slammed for ‘culture of secrecy’ over immigration detention: Canada has come under fire for a lack of transparency in its immigration detention system and its practice of detaining vulnerable groups, including children and those with mental health conditions.",-1
Trump official seeks to sanction Chinese leaders on human rights concerns,0
"Russia's state media regulator on Friday accused television channel France 24 of violating the country's media laws, after Paris issued a warning to the French arm of Kremlin-backed broadcaster RT.",-1
Egypt to open new museum near pyramids in hopes of boosting tourism,1
EU leaders reach migration deal after marathon talks in Brussels,0
Lieberman: Israel will not accept Syria refugees,-1
EU struggles to bridge migration rift at tense summit,-1
Tepco (Fukushima) willing to resume Higashidori (Japan) nuclear plant construction,0
"BAE Systems wins £20bn contract to build Australian warships | Theresa May, who lobbied for the deal with Australian PM Malcolm Turnbull, says it is an ""enormous boost"" for the UK economy.",1
UK population rising by slowest rate in a decade as EU nationals leave after Brexit vote,0
MSPs demand action over use of Scottish airports for rendition | Calls for public inquiry after report reinforces fears that CIA flights refuelled in Scotland,-1
"More than 120,000 civilians have been uprooted by a Syrian army offensive in the southwest since it began last week, a war monitor has said, and a senior U.N. official warned of catastrophe as they risked being trapped between warring sides.",-1
Many Gazan Women Are No Longer Able to Enter Israel for Cancer Treatment,-1
The BND spy agency admitted top Nazi Heinrich Himmler's daughter Gudrun Burwitz was in its employment in the 1960s. The revelation shines further light on the the BND's network after World War II and in the Cold War.,-1
"Kim Jong-nam murder suspects were trained assassins, court told",-1
Andres Manuel Lopez Obrador - dubbed 'Mexico's Donald Trump' - set for election win,1
"Jordan, Saudis and Palestinians Warn Israel: Erdogan Operating in East Jerusalem Under Your Nose",0
Heartless Trolls Cheered for a S‌ex‌ual A‌ss‌au‌lt Vi‌cti‌m's Livestream Sui‌c‌ide in China,0
"Clamor for Independence Grows in British Caribbean Territories as UK Advances Restrictive Sanctions, Anti-Money Laundering Bill",0
Forces attack African military base in central Mali: sources,-1
A Georgian court has sentenced former leader Mikheil Saakashvili in absentia to six years in prison for abuse of power and seeking to cover up evidence about the beating of an opposition member of parliament when he was president.,-1
"EU leaders agreed to share out refugees arriving in the bloc on a voluntary basis and create ""controlled centres"" inside the European Union to process asylum requests.",1
"Amazon, H&M and other multinationals are lobbying the Indian government to soften new ban of single use plastic.",-1
"India, China ask rich nations to reduce farm subsidies from 2019: Report",1
China's military General to visit India as ties improve,1
"Far-Right Cell Plotted Attack on French Muslims, Authorities Say",-1
Mystery deepens in Havana as U.S. confirms a 26th diplomat in Cuba suffered health symptoms,-1
"Trump, ahead of NATO summit, repeats complaints on Germany, other Europeans",-1
"In the current Mexico electoral campaign that ends July 1, some 5,703 candidates to popular political positions have declined so far and one of the main causes was insecurity",0
Russian governor blames hacker for anti-Germany posts,-1
EU reaches migration deal in crunch talks,0
"Authorities in north-eastern India have cut internet access after mobs beat three people to death in lynchings sparked by rumours spread on smartphones. “The administration has decided to cut off the internet and mobile messaging services for the next 48 hours ... to stop rumour-mongering.""",-1
Italian officials allegedly met with Syria's top military adviser,1
Trump trip could cost Police Scotland £5m,0
"Venezuelan President Nicolás Maduro has called Mike Pence a ""poisonous viper"" after the US vice-president met Venezuelan migrants in Brazil | Mr Maduro said Mr Pence, who had accused him of running a ""devastating dictatorship"", made predictable statements every time he spoke.",-1
UN migration agency rejects Trump nominee,-1
British Columbia is going to crack down on large-scale transnational money laundering in its casinos that is tied to the opioid trade.,0
France Plans Revival Of Compulsory National Service,0
Kurdish-German singer Hozan Cane arrested in Turkey on terrorism charges,-1
Divers trying to reach 12 boys trapped in a Thai cave battle fast-flowing floodwaters as their desperate search for survivors enters a sixth day.,-1
"Jews want to drown Ukraine in blood, Ukraine's military prosecutor says",-1
U.S. ends 70 years of military presence in South Korean capital.,0
Filmmakers Back Right to Boycott Israel Following German Festival Controversy,1
China Tops The List Of Economies Which Hold The Most Foreign Currency,1
France’s butchers fear the wrath of ‘militant vegans’,-1
Outcry as Indian film body readmits actor accused of kidnap plot,-1
U.S. says India talks 'a priority' after postponing twice,0
"'Jordan, Palestine and Saudi Arabia warn Israel against Turkey'",0
Iran says Saudi plan to boost oil output ridicules OPEC,0
'Malaysia pulling forces out of Saudi-led coalition',0
Search teams practise evacuation for missing Thai boys,-1
"On eve of Mexican election, fake news still thrives on social media",-1
China further eases foreign investment curbs in free trade zones,1
India offers Seychelles US$ 100 million dollars to counter Beijing,0
"Bali flights cancelled, thousands affected after Mount Agung erupts again",-1
Study: Nearly Half of Argentina's Children Live in Poverty,-1
Summit between Donald Trump and Vladimir Putin 'to be held in Helsinki,0
"Enduring evil: As Trump separates families, legacy of children stolen by Nazis haunts Germany",-1
Palestinians say 2 killed by IDF fire in Gaza border protests,-1
Special counsel eyeing Russians granted unusual access to Trump inauguration parties,1
Merkel Says Migration Could Make or Break the E.U.,0
Biggest immigration fraudster in Canadian history left $900K fine unpaid,-1
"The age limit for Turkmenistan’s citizens who would like to leave the country has been increased from 30 to 40 years | In mid-April, there were reports about the authorities’ intention to refuse young Turkmens who have not attained the age of 30 to international flights",1
Turkey starts importing potato from war-torn Syria,0
Iran Resumes UF6 Production,0
"Japan to US: Auto tariff would damage US, world economy",-1
Israel convicts hacker who threatened U.S. Jewish centers,-1
"Putin claims Russia withdrew 1,140 personnel, 13 warplanes from Syria in last few days",0
Half of South Asia living in vulnerable climate 'hotspots': World Bank,-1
U.S. assessing cost of keeping troops in Germany as Trump battles with Europe,-1
Reindeer are ignoring borders and relations between Norway and Sweden are getting testy,-1
Puerto Rico introduces bill to become U.S. state by 2021.,0
"EU cuts migration deal after marathon talks, differences remain",-1
Trump and Putin to hold summit in Finland,0
Migration 'make or break' issue for Europe -- Merkel,0
"Poland’s president, Andrzej Duda, has signed a legal amendment to decriminalise the false attribution to Poland and Poles of crimes committed by Nazi Germany during the Holocaust, signalling a partial retreat on contentious legislation enacted this year.",1
Floodwaters have reached near the entrance of a Thai cave despite attempts to drain the water so rescuers can search farther into the complex for 12 boys and their soccer coach now missing for a sixth day.,-1
"China must keep up North Korea sanctions, US Secretary of State warns",0
"GPs dole out fewer antibiotics when paid bonuses to cut rates - UK GPs are doling out fewer antibiotics after being paid bonuses for cutting prescribing levels, research shows.",1
Huge protests after India child rape,-1
Prince William visits great-grandmother Princess Alice's Jerusalem tomb,0
Deadly fire rips through Nairobi market,-1
"Alexei Navalny, Russian opposition leader, released from custody",0
South Africa’s 200-year-old horse racing industry under threat as pay row takes on racial dimension: The future of racing in South Africa has been thrown into doubt after white trainers said they could be forced to abandon the sport following a racially tinged confrontation with their black grooms.,-1
Revise relations with Iran: Nikki Haley tells Modi,0
French cement giant Lafarge charged with complicity in crimes against humanity and financing terrorist organization for paying millions to jihadist groups to keep factory in Syria open during war...first time company anywhere in world charged with complicity in crimes against humanity.,-1
Israel will not allow any Syrian refugees to enter its territory but will continue to provide them with humanitarian aid - Israeli Defence Minister Avigdor Lieberman,0
Mali headquarters of G5 Sahel joint force attacked,-1
"Trump claims Russia couldn’t have meddled in the election because Russia says it didn’t: ""Russia continues to say they had nothing to do with Meddling in our Election!""",0
US football coach sentenced to 4 years in prison in China,-1
"Bank shares jump after most get the go-ahead from Fed, led by ‘big winner’ Wells Fargo",1
Market holds out hope someone will blink before China and US take another step toward a trade war,-1
'Abacha loot' to be given to poor Nigerians,-1
Migrant crisis: EU leaders plan secure migrant centres,-1
Civilians in limbo after fleeing southern Syria ‘death triangle’: Fears of a humanitarian crisis in Daraa grow as Jordanian border remains closed,-1
'No one is beyond our reach': Canada joins 5-nation alliance to fight tax crime globally | CBC News,-1
Philippines 2nd most hated country in Taiwan: poll,-1
Jordan source reports south Syria truce; State Department cannot confirm,0
China’s move to ease investment curbs leaves trade experts unimpressed,0
"A great white shark has been spotted in a marine park in Spain’s Balearic Islands, in the first confirmed sighting of the predator in Spanish waters for more than four decades.",1
Scientists say we've not yet reached the outer limits of old age,0
"Australia has won a clear victory in a major trade dispute over its pioneering tobacco packaging law, with a panel of judges at the World Trade Organisation (WTO) rejecting arguments brought by Cuba, Indonesia, Honduras and the Dominican Republic.",-1
French cement group Lafarge SA has been put under investigation over allegations of funding terrorist activities in Syria and aiding and abetting crimes against humanity | In 2017 prosecutors launched a probe into the suspected “financing of a terrorist enterprise” by the group.,-1
"The 2010 Deepwater Horizon oil spill disaster may have had a lasting impact upon even the smallest organisms in the Gulf of Mexico, scientists have found – amid warnings that the oceans around America are also under fresh assault as a result of environmental policies under Donald Trump.",-1
European Leaders Say They Made a 'Breakthrough' Deal on the Migrant Crisis. Here's What They Agreed To Do,-1
"Merkel is saved for now, but Europe hasn't solved its migration problem",-1
Edward Snowden describes Russian government as corrupt,0
Chinese-owned vineyards worth US$64m seized by French fraud police,-1
"North Korea is still expanding its nuclear facilities, say experts",0
IDF sends humanitarian aid to Syria in overnight operation,0
Australia passes foreign interference laws,0
Lafarge cement giant in terrorist funding probe,-1
Mercedes’ F1 channelling of Chairman Mao makes Lewis Hamilton proud,1
Discovery of hundreds of human sacrifice skulls uncovers secrets of ancient Aztec city | Archaeologists hope to learn more about where the slaughtered captives came from,1
"Italy's hardline PM has held an EU summit hostage in an increasingly bitter row over migration that Merkel warned could decide the bloc's destiny | PM Conte, who heads Italy's month-old populist and anti-immigration govt., blocked the joint conclusions from the meeting in Brussels",-1
Mexico quietly hands its water supply over to transnationals,0
Two Palestinians killed by Israeli forces in Gaza: 135 Palestinians were wounded by Israeli forces during protests across Gaza,-1
"New Zealand commits NZD 4.9 million to help stop illegal, unregulated and unreported fishing in the Pacific | This funding will be used by FFA to support a project that will establish and enhance catch documentation schemes (CDS) for FFA members over the next five years.",0
"A Chinese navy hospital ship will visit 11 countries including Vanuatu, where Australia has warned Beijing against building a military base.",-1
Trump says SoftBank increasing U.S. investment from $50 billion to $72 billion,0
"French cement giant Lafarge charged with complicity in Syria crimes against humanity for allegedly paying millions to jihadists, including the Islamic State",-1
Activists plan giant 'Trump Baby' balloon to protest his UK visit,-1
"The depreciation of the peso should not be considered as a sign of a weak economy, according to the Department of Finance of the Philippines.",-1
Anti-corruption watchdogs wonder: 'Who is funding Mexico's presidential candidates?' | Reuters,0
China caps film stars' pay over 'money worship and tax evasion',1
"Philippine Communist rebel leader says insurgents can no longer hold peace talks with Duterte and that it's better to oust him and negotiate with his successor | Sison also criticized Duterte for being ""subservient to US imperialism"" and for the ""traitorous sellout"" of South China Sea territories",1
