headline,label
"Trump Tried To Slam The Door On Migrant Kids, But Courts Don't Work That Way",-1
Sean Hannity ties Annapolis newspaper shooting to Maxine Waters,0
How 'Abolish ICE' Went From Social Media to Progressive Candidates' Rallying Cry,-1
Trump is losing the country on immigration,-1
The problem with prisons in America,-1
Obama's message to Dems: Do more than mope,-1
Republicans put power of party behind eleven 'Young Gun' congressional candidates,0
"Sean Hannity Blames Maxine Waters, Obama for Newspaper Shooting",-1
"As Democrats head into the midterm fight of their lives, it's clear Nancy Pelosi is no longer fit to lead",0
AP - Some questions in Trump-Russia dossier now finding answers,0
Kentucky’s first-in-the-nation requirement that Medicaid recipients must work is blocked,-1
"In Brownsville, Converting Pain and Anger Into Action",-1
Political Intrigue: What This Consultant Is Doing In Hawaii Is A Mystery,0
Senate passes legislation to legalize hemp as agricultural commodity,0
Abortion is already emerging as a top issue in the midterms with Supreme Court vacancy,1
Is This The Year Women Break The Rules And Win?,1
What Happened With Merrick Garland In 2016 And Why It Matters Now,0
Trump blasts Mueller probe while promising a great SCOTUS nominee,1
Trump privately floats plan to make a deal with Putin on Syria,0
Justice Kennedy’s Departure a Grim Prospect for Election Reform,1
"Kirsten Gillibrand, Bill De Blasio Call To Abolish ICE",0
Senate to include measure blocking Trump’s ZTE deal in defense bill,-1
Will federal officials further regulate online political ads? Too soon to tell.,0
Senators Look to Give Trump Authority to Reform and Reorganize Government,0
"Family Separations Happen Within Our Borders, Too",0
Conservatives Won Big at Supreme Court Even Before Kennedy Quit,1
Trump floats chief of staff replacements amid shake-up,0
Hundreds Protest President Trump's Immigration Policy at Senate Offices,-1
"White America’s Age-Old, Misguided Obsession With Civility",-1
Mueller again asks for delay in Flynn sentencing,-1
U.N. migration agency rejects Trump-pitched leader,-1
Trump isn’t telling the truth about illegal immigrants and crime. The public knows it.,-1
Seasoned Judge And Relative Newcomer Rise To Top Of Trump’s List,1
The plan to overturn Roe v. Wade at the Supreme Court is already in motion,1
The Violence Central American Migrants Are Fleeing Was Stoked by the US,-1
"Deputy Attorney General Rosenstein, FBI Director Wray face angry House Republicans",-1
Sanctions and Tariffs Create Distrust and Enmity,0
Trump reportedly falls for prank call aboard Air Force One,0
The worst part about Trump’s lies is that so many people believe him,-1
Republicans Ready to Deploy Plan to Repeal Roe v. Wade,1
"U.S. Democrats Are Losers, Russian Foreign Minister Says, Echoing Donald Trump",-1
Kennedy retirement reunites fractured Republicans,0
Trump is right to meet with Putin -- Here is what they need to talk about,0
Trump doubles down for North Dakota’s GOP Senate nominee amid tensions,-1
"Freeland announces final tariff list, aid package as trade war with U.S. gears up",-1
Utah Metalworking Company Cancels Expansion Plans Because Tariffs,-1
U.S. Won’t Say How It Will Reunite Split-Up Immigrant Families,0
Hannity links Maxine Waters's rhetoric to Maryland shooting,0
'Don't get cute' Trump tells Harley-Davidson while feting Foxconn,-1
Donald Trump's Top Economic Adviser Just Made A False Claim About One of the Most Basic Facts On the Economy,1
Kudlow claims rising deficit is coming down,-1
Trump and Kirstjen Nielsen’s embarrassing surrender on separating families at the border,-1
Fact-checking President Trump’s attacks on the cost of Mueller’s investigation,-1
Fix the Supreme Court’s broken election rulings,0
Foxconn's first Wisconsin factory likely will be smaller than planned,0
The Capital Gazette suspect’s rage against truth-telling is just like Trump’s,-1
‘We have a profound problem’: Mark Sanford has some thoughts about Trump and the truth,1
Polling data shows Republicans turned out for Trump in 2016 because of the Supreme Court,1
Stephen Harper plans visit to White House without telling Canadian government: report,0
Concern over using US military to help border enforcement,1
Trump Hired A Cop To Run ICE. It Didn’t Work Out.,0
Trump’s hate for the World Trade Organization already has analysts spooked,-1
The consistent theme throughout some of the biggest controversies of the Trump presidency,0
Trump on Annapolis shooting: ‘Attack shocked the conscience of our nation’,-1
Police are preemptively deploying to New York newsrooms in case of additional gun violence,-1
Planning for Trump's Military Parade Getting Underway,0
Michael Moore: We Have to ‘Put Our Bodies on the Line’ to Stop Trump,-1
“They Can Effectively Kill Roe v. Wade By a Thousand Paper Cuts”: How Kennedy’s Retirement Screwed the Left,-1
"White Supremacists’ Use of Campus Propaganda Is Soaring, Report Finds",-1
Mission creep a way of life in Western Pacific as sailors struggle with constant demands,-1
Wanted: Justice Amy Coney Barrett,1
Border Patrol Agent: Trump's wall is the best way to end to the humanitarian crisis on our southern border,0
"Trump’s top economic adviser says deficit ‘is coming down rapidly,’ contradicting virtually all available data",-1
FBI's Strzok asked to defend anti-Trump texts at public hearing,0
Pranksters call the White House and end up on the phone with President Trump,0
McConnell defends push to confirm new justice before midterms,1
Thousands Of Women In D.C. Protest Trump’s Migrant Family Separations,-1
Trump officials considering cuts to ObamaCare outreach groups,0
Dem calls for hearings on allegations Pruitt retaliated against staffers,0
Ex-Republican Operative Steve Schmidt: 'The Party of Trump Must Be Obliterated. Annihilated. Destroyed',-1
Affirming Disadvantage,-1
Vermin Supreme sues to run for Kansas attorney general,1
U.S. candidate loses race to lead U.N. migration agency,-1
"600 arrested in D.C. while protesting Trump immigration policy, including a congresswoman",-1
Schwarzenegger reignites feud with Trump,-1
Fight Trump's fire with the firepower of voting,-1
"In 'Stunning Indictment', ICE Officers Call for Own Agency to Be Dissolved Amid Growing Outrage Over Immigration Policy",0
Capital Gazette Reporter To Trump: ‘I Couldn’t Give A F**k’ About Your Prayers,0
Unclear if Trump admin. is capable of reuniting migrant families,0
Trump’s Newsprint Tariff Is a Tax on America’s Free Press,1
California just passed the toughest data privacy bill in the US,0
"Happy Friday, Please Enjoy This Incredible Video of Two Canadians Trying to Avoid Arrest at a Convenience Store",1
Family separations push new protesters to join immigrant activists,0
"Trump, lawmakers respond to Capital Gazette shooting",0
"Cornyn, Cruz led failed Senate push for work requirements for food stamps, a step already approved by U.S. House",0
‘I snookered them’: Illinois Nazi candidate creates GOP dumpster fire,-1
Does America face a refugee or an immigration problem?,-1
US ranked in top 10 most dangerous countries for women: poll,-1
"So, Black Americans Still Aren’t Cool With Trump’s Immigration Plan",1
‘There’s No Happier Person in America Right Now Than Scott Pruitt’,1
Nearly 600 protesters at Women's March arrested on Capitol Hill,-1
"Two Trump speeches, two dozen dubious claims",-1
Is Trump Giving Putin a Victory in Syria?,1
Kushners say in lawsuit they’re victims of anti-Trump anger,-1
"Texas presses Trump on aluminum, steel tariffs",0
NBC: Police Name Annapolis Shooting Suspect as Jarrod Ramos,-1
"'Ecstatic' Religious Right Sees Kennedy Resignation As Chance To Overturn Roe, Obergefell",0
Keep kids with parents at border — and remember how we got here,0
Trump is trying to destabilize the European Union,0
Oscasio-Cortez: No one 'should be too poor to live' in America,-1
Kelly expected to leave White House this summer: WSJ,0
A guide to President Trump’s latest round of fact-challenged tweets,0
"Justice Trump? Betting website gives long-shot odds on Ivanka, Kanye West being Supreme Court pick",1
Democrats demand to know why Pentagon is 'backing away' from LGBT Pride Month,1
California Unanimously Passes Historic Privacy Bill,0
"The Lorax, a Holocaust Prophecy DVD, and Other Weird Stuff People Have Sent Rick Perry",0
Barack Obama says he told Donald Trump to rename Obamacare and take credit for its success: Report,1
‘We will not obey’: 575 arrested as hundreds of women rally in D.C. to protest Trump’s immigration policy,0
Hundreds Arrested Protesting Trump Administration's Immigration Policies,-1
Nick Ayers and Mick Mulvaney Said to Be Trump’s Top Picks to Replace Chief of Staff John Kelly,1
How the ‘Bad Boys of Brexit’ forged ties with Russia and the Trump campaign — and came under investigators’ scrutiny,0
Hillary Clinton on Trump’s child-detention policy: ‘It keeps me up at night’,0
"Even After Border Family Separation Controversy, Trump's Approval Rating Among Hispanic People Climbs",1
"Senate passes $428 billion farm bill, setting up fight with House over food stamps, subsidies and conservation",-1
Medicaid work requirements: Judge says Kentucky work rules are illegal,-1
Battle over Trump court pick to be most expensive ever,-1
3 lessons from Trump’s immigration fiasco,-1
"MSNBC, CNN Covered Upsets by Ocasio-Cortez and Brat Quite Differently",-1
"Migration Agency Picks a New Leader, and Sends Trump a Message",0
How many votes will Trump's court nominee get? You tell us.,0
"Trump’s attacks on federal employee unions, pay and benefits draw bipartisan rebukes",0
Trump's controversial pick for top UN migration job voted down in Geneva,0
Embattled Trump fixer Michael Cohen claims he's 'owed an apology' for dossier claims about Russian collusion,0
"Wyden, Castro, Van Hollen, Sanders Introduce Measure to Restore Oversight of Federal Facilities",1
The Capital Gazette shooting and what’s wrong with the current public discourse about the media,-1
Fact-checking claims about Trump’s citizenship question in the census,0
Where the U.S. has considered leaving or left international agreements under Trump,1
Millionaire Democratic megadonor Alan Patricof goes on the offensive against President Donald Trump,-1
Robert Mueller Must Finish Investigating Before Trump Gets His Supreme Court Pick,1
"Keith Ellison Goes Off on SCOTUS Ruling ‘Tailor-Made’ for Trump’s ‘Racist, Ugly’ Policy",0
"Despite GOP controlling Senate, Democrats promise SCOTUS fight ahead of midterms",0
"Young political star Ocasio-Cortez: In a moral, wealthy society, 'no person in America should be too poor to live’",-1
Mexico’s presidential front-runner could shake up Trump and NAFTA,0
To legalize or not? Here's where candidates for Kansas governor stand on pot,0
The NSA Is Using Secrecy to Avoid a Courtroom Reckoning on Its Global Surveillance Dragnet,-1
"Strzok's lawyer demands House panel release interview transcript, accuses GOP lawmakers of partisan leaks",-1
Obama offers Democrats tough love ahead of midterms: 'Enough moping',1
"With G.O.P. Primary on Staten Island Over, Enter the Democrat",0
White House scrambles to figure out how prankster got on the phone with Trump,0
People are slamming Fox News for reporting that the Maryland newspaper just targeted in a shooting doesn't have an ideological bent,0
Trump Celebrates Wisconsin Foxconn Facility Amid Tariff Tensions,1
Trump Predicted Killing The Filibuster Would Come Back To Bite Democrats,-1
Paul Ryan says why he's not tougher on Trump,0
Former Roger Stone aide makes bid to oust Mueller after subpoena,0
Here's What We Know About The Suspect In The Maryland Newspaper Shooting,-1
The Immigrant Children’s Shelters Near You,0
Hillary Clinton says Trump's family separation policy 'worse than her worst fears',-1
Democrats can kiss swing voters goodbye with progressive ballot,1
Leaked chat logs show Unite the Right disorganized and desperate for mainstream acceptance,-1
A Future Without Unions Is a Terrifying Dystopia,1
"Sen. Jeff Merkley suggests Supreme Court nominee could ""lock in an anti-American majority""",1
"To solve his immigration crisis, Trump turns to a table of white men",-1
"After a year and a half, Trump fills key South Korea post",0
Trump's Chances of Coal Bailout Get Better With Resignation,1
Senator Tammy Duckworth and Her Infant Join Immigration Protests in D.C.,0
Puerto Rico introduces bill to become U.S. state by 2021,0
Trump admin ran 'pilot program' for separating migrant families in 2017,0
Democrats say Barletta should cancel fundraiser with Brexit leader Farage,-1
Trump May Nominate Top Court Pick Before July 10: White House Official,1
Former ICE Chief Counsel Sentenced to Four Years in Prison for Wire Fraud and Aggravated Identity Theft Scheme,-1
Trump wants US troops out of Syria. Putin might use that to his advantage.,1
Alec Baldwin wants your help to protect the Mueller investigation,1
Tom Steyer Goes Big for Andrew Gillum in Florida Governor’s Race,0
Lesson of the Blue Wave Primaries? We’re All Struggling Now,-1
SCOTUS: 5 key senators who could decide fate of Trump's nominee,0
The Dark Money Campaign to Replace Anthony Kennedy Has Already Begun,0
Trump reportedly wants out of World Trade Organization,0
What Does Ocasio-Cortez’s Win Mean for Cynthia Nixon?,1
"‘If it wasn’t the Roberts court already, it is the Roberts court now’",0
Newspaper reporter Conor Berry resigns over false claim Annapolis shooter wore MAGA hat,-1
"Finally, a family separation story with a happy ending",1
"Justice Department: Disney Can Buy 21st Century Fox, But With One Caveat",1
Prison Operators Could Cash In on Trump’s ‘Zero Tolerance’ Immigration Policy,-1
President Trump’s interactions with media: Not a standout in any category,0
Legal bid to throw out US sex trafficking law,0
California Just Passed the Strictest Online Privacy Bill in the Country,0
“Say Hello to Your Boy. A Special Guy.”,1
Court case will cost California unions big money immediately. Then the real fight begins.,-1
"Alleged Annapolis Newspaper Shooter Had History of Harassment, Sued Paper for Defamation",-1
Kim Jong Un ordered army officer executed after giving soldiers extra food: report,1
"Cops Arrested a Black Man. He Called Them Nazis, So He Was Charged With a Hate Crime.",-1
An open letter to Sen. Jeff Flake,0
Trump has repeatedly told aides he wants to quit the WTO: Axios,0
Suspected Capital Gazette shooter Jarrod Ramos legally purchased pump-action shotgun within last 18 months,0
Did Trump’s aluminum tariffs spark a $1.5 billion plant in Kentucky?,1
Trump’s Always-Wrong Economist Lawrence Kudlow Wrongly Says Deficit Is Falling,-1
Sarah Sanders: 'A violent attack on innocent journalists doing their job is an attack on every American',-1
How a Ragtag Group of Socialist Filmmakers Produced One of the Most Viral Campaign Ads of 2018,0
"With Trump Ready to Name Far-Right Justice, Poll Shows Nearly 70 Percent in US Want Women's Abortion Rights Protected",1
Trump Begins Influence Campaign On Critical Senators In Supreme Court Vote,1
Maxine Waters Cancels Events in Alabama and Texas After Threats,-1
"Under Trump, Higher Immigration Bonds Mean Longer Family Separations",0
Senate Dems ask FEMA to extend Puerto Rico shelters,0
"Actor Jay Ellis of HBO’s “Insecure” Condemns Separation of Families at Protest in Brownsville, Texas",-1
This European country makes US look lenient on immigration,1
"Herring files lawsuit against Purdue Pharma, alleging lies about opioid risks",-1
Trump’s bundle of faulty claims about Amazon’s cost to taxpayers,-1
Trump and Putin: A Love Story,1
Anthony Kennedy's Son Gave Trump $1 Billion in Loans at Deutsche Bank,0
Inside the White House’s Quiet Campaign to Create a Supreme Court Opening,1
Rachel Maddow is right. There was no plan for reuniting families split at border,-1
Nevada Brothel Owner Who Won Republican Primary Accused Of Rape,-1
Trump’s claim that an Obama administration effort on Iran was ‘totally illegal’,0
The US Mint lost $69 million making pennies last year,-1
President Trump’s repeated claim that Comey ‘leaked classified information’,0
John Kelly expected to leave White House this summer,0
Intrigue and uncertainty loom over Trump-Putin summit,-1
By the numbers: How Trump properties profited from his presidency,1
"Capital Gazette writer says ""thanks for your prayers, but I couldn't give a f*** about them if there's nothing else""",1
Ex-ICE chief counsel sentenced for stealing undocumented immigrants' identities,-1
Republicans fume after Trump’s latest immigration tweet undermines House talks,-1
‘Be careful what you wish for Max!’: Trump takes aim at Waters after she calls for public harassment of his Cabinet,0
Trump rejects parts of VA law he was ‘very happy’ to sign,-1
UN migration agency rejects Trump nominee,-1
America’s Mayors Sound Off,0
"Trump Lied About Parents Of Korean War Vets, Now He’s Lying About Returned Bodies",-1
"In Flake’s war on Trump tariffs, judicial picks are caught in the crossfire",-1
Donald Trump Is Cashing In on His Cult of Personality,0
The Paradox of Trump's Populism,0
"On immigration, Trump keeps making life absolutely miserable for Republicans in Congress",-1
California passes strictest online privacy law in the country,0
Native communities threaten Standing Rock-style protests after Minnesota pipeline approval,0
5 Dead in Shooting at Annapolis Newspaper,-1
"In Human Trafficking Report, State Dept. Warns Against Separating Children From Parents",0
Panicked Democrats are scrambling for a plan to handle insurgent candidates as more upend the 2018 midterms,-1
Brexit: May urges EU leaders to put citizens' safety first,1
Democrats Owe The Public A Real Supreme Court Fight,1
"Trump's top economic adviser says the deficit is going down, but the government disagrees",-1
Manafort assistant gave FBI access to storage locker: testimony,0
Trump supporters praise ‘wonderful resolution’ to crisis over migrant families,1
If the Obama administration did not direct anyone to contact Trump campaign officials would it be classified info that Rosenstein could not discuss?,0
Sean Hannity immediately blames Rep. Maxine Waters for Maryland newspaper shooting,-1
California passes sweeping law to protect online privacy,1
U.S. unveils 'streamlined' tax form to warnings from Democrats,-1
President Trump’s claim that Democrats created ‘catch and release’ policies,1
"Special counsel Mueller reportedly interested in Brexit boosters' ties to Trump associates, Russia",1
Obama apparently told Trump to just rename ObamaCare to TrumpCare instead of repealing it,0
Iowa court blocks 72-hour waiting period for abortion,-1
‘I simply disagree with the president’: McConnell resists Trump’s repeated calls to scrap the filibuster,-1
Trump Aims to Have Kennedy's Replacement in Seat by October,0
Reuters global editor apologizes for telling Trump 'blood is on your hands' after Annapolis shooting,1
"After newsroom shootings, a quick collapse into blame and division",-1
Giant Donald Trump Balloon in KKK Robe Welcomes Melania to Phoenix Immigration Shelter,1
"President Trump has made 3,251 false or misleading claims in 497 days",-1
Trump’s false portrayal of his Sanford insult goes largely unchallenged by House Republicans,-1
Trump is using family separation as a bargaining chip — but he doesn’t seem to know what for,0
"Trump and Putin, Best Frenemies Forever",1
5 Issues Trump’s New Supreme Court Pick Could Confront Including Gun Rights and Death Penalty,-1
Trump’s claim that Iran could build nuclear weapons in seven years,-1
"NJ shutdown: Al Gore, Democratic stars ride to rescue Phil Murphy in Trenton budget battle",0
Giuliani suggests Trump may pardon Manafort after Mueller’s probe,1
Rep. Maxine Waters cancels events due to ‘very serious death threat’,-1
Court opening puts pressure on Democrats in Trump country,-1
Watch: Trump remarks on 6-month anniversary of Tax Cuts and Jobs Act,-1
More than a dozen ICE agents call to abolish agency,0
Concentration camps in America,0
Ayers and Mulvaney eyed as possible Kelly successors,1
Ex-Trump campaign aide Papadopoulos to be sentenced Sept. 7,0
Trump Talks Supreme Court Picks With Democrats Who Voted for Neil Gorsuch,1
"Trump offers support for House GOP immigration bill, but it may not be enough",1
Trump celebrates tax law's 6-month mark as IRS rolls out smaller filing form,1
Alexandria Ocasio-Cortez is the future of US politics,0
Scoop: Trump's private threat to upend global trade,-1
Trump Admin Issues Report Telling Other Countries Not to Separate Children From Families,0
Janus Supreme Court decision is a blessing in disguise: Guest opinion,1
The fate of the Supreme Court could ride on these 2 senators,1
President Trump’s flip-flop on coverage for preexisting health conditions,0
"After Backlash, Pentagon Scraps Proposal for Immigrant Detention Camp Outside San Francisco",-1
Maryland shooting: Gazette staff publish Friday edition,0
Trump administration plan would bar people who enter illegally from getting asylum,0
Democrats Tie Trump Supreme Court Pick To Russia Investigation,1
Texas Protesters March to Federal Courthouse Where Migrants Are Being Prosecuted in Mass Trials,-1
White People Are Noticing Something New: Their Own Whiteness,0
California bans local soda taxes through 2030 to avert industry-backed initiative,0
President Trump’s claim that California has the ‘highest taxes in the United States’,1
Watch Alexandria Ocasio-Cortez Relive Her Surprise Victory on Late Show,1
AT&T Begins Testing Its Power In The Wake Of Merger Mania & The Death Of Net Neutrality,-1
"After Supreme Court ruling, congressional Democrats mobilize to fight for unions",1
U.S. House Committee Approves Bill That Would Pave Way for Penalizing Israel Boycotts,0
De Blasio calls for abolishing ICE,0
"More than 800 cases of abuse motivated by hate in immigrant detentions centres under Trump, report reveals",-1
"Are your eyes lying to you? Experts, Pentagon hunt for tools to detect hoax videos",-1
Kim Plays the Long Game,1
‘Cotton-picking mind’? Trump surrogate encapsulates the president’s problem with black voters.,-1
How Trump Could Sell Out Syria to Putin,0
A new civil war is already upon us,-1
Leahy and Murray seek to restrict 100-mile border patrol zone,-1
Five highlights from the tense Wray-Rosenstein hearing,-1
Anthony Kennedy Was Never Really a Friend to Liberals,-1
Mexico asks United Nations to intervene on family separation by U.S.,1
Is Trump trying to dismantle NATO & The EU?,0
Trump Policies Highlighted in Scathing U.N. Report On U.S. Poverty,-1
Chelsea Manning loses Maryland Democratic primary in a landslide,-1
"Gov. Charlie Baker signs $15 minimum wage, paid family leave into law",0
Fox News Reminds Us Alexandria Ocasio-Cortez's Platform Is...Pretty Reasonable,0
Robocalls: New delivery system for hate messages,-1
McConnell went 'nuclear' to confirm Gorsuch. But Democrats changed Senate filibuster rules first.,0
Watch ICE Whistleblower Receive Surprise Visit From Homeland Security Agents,1
"Nancy Pelosi could be a drag on Democrats. Nearly half of voters are less likely to support a candidate if they back her, NBC/WSJ poll says",0
US Secretary of State Mike Pompeo ‘to visit North Korea next week’,0
There is one way to fix the Supreme Court,1
Trump's New IRS 'Postcard' Is Not So Simple And Not Really A Postcard,0
Federal authorities dismantle portion of Portland ICE protest camp and make arrests,-1
A brief rundown of the long legal history of Trump’s travel ban,-1
Trump's Approval Rating Rises Among Hispanics,1
Trump torn: Is it better to get good press or bad?,0
"After Warning Congresswoman 'Be Careful,' Trump Has Yet to Denounce Lynching Threats Made Against Maxine Waters",-1
UN migration agency rejects Trump-pitched leader,-1
Trump reportedly offered France better trade deal to leave the EU,1
Donald Trump is pretty sure he's nailing this whole 'President' thing,1
"Senate passes its version of farm bill, setting up clash over food stamps",0
"Arab Leaders Asked U.S. Not to Reveal Mideast Peace Plan, Palestinians Say",1
'We are putting out a damn paper tomorrow': Capital Gazette journalists report on shooting in their own newsroom,-1
NYC Mayor Bill de Blasio Joins Call to Abolish ICE,0
Senate passes mammoth farm bill,0
Manafort's assistant gave FBI access to evidence in storage locker,0
Republican senator hopeful Trump will back bill to protect states’ rights on marijuana,1
"Inside a U.S. immigration jail, mothers count the days since they’ve seen their children",0
'People Need to Calm Down': Co-Chair of Women for Trump Receives Death Threats After CNN Appearance,-1
Trump Wants His Supporters Called the “Super-Elite” Because “We Got More Money” and “Nicer Boats”,1
Mueller investigation must not be tampered with,0
"Donald Trump's Federal Judge Selections Have Been the Most Mainstream Thing He's Done, Experts Say",0
Resignation of Republican regulator who didn’t tow the party line surprises energy world,1
"Journalist Alissa Quart On Income Inequality, The Shrinking Middle Class, And Her Book “Squeezed”",0
Senior Ice lawyer sentenced to prison for stealing immigrants' identities,-1
DACA Illegal Alien Accused of Smuggling Illegal Aliens Across U.S.,-1
Michael Moore: Trump opponents need 'to put our bodies on the line',0
"“He Could Go Down in History as the Man That Saved This Country”: Freed from Trump, Michael Cohen Sees a New Identity: National Hero",1
Trump’s complaint that it will take 9 years to get all his nominations approved,0
Trump’s dislike of — and desire to be a part of — the ‘elite’,0
Five Truths About Voter Suppression,1
Republicans might need an even stronger U.S. economy to hold onto House,1
"Maxine Waters says she's faced increased threats, cancels attending 2 events",-1
"Trump-Putin summit set for Helsinki, Finland on July 16",0
Trump administration may further restrict asylum rights,-1
Jeff Flake Is the Emptiest Suit in American Politics,-1
Doctor giving migrant kids psychotropic drugs lost certification years ago,0
Trump wants to limit immigration. He’s scapegoating immigrants in the process.,0
Obama Chides GOP Values: 'A Fundamental Contrast Of How We View The World',1
UN migration agency snubs Trump’s nominee to lead it,-1
Are Democrats too consumed with taking down Trump? Many Democrats worry they are.,-1
U.S. ends 70 years of military presence in South Korean capital.,0
"Alexandria Ocasio-Cortez blasts anti-Semitic, 'bigoted' campaign volunteer",0
"Sen. Kirsten Gillibrand on Abolishing ICE: ‘Get Rid Of It, Start Over’",0
Associated Press may have led FBI to Manafort storage locker,0
Orcasio-Cortez: Trump’s not ready to deal with a girl from the Bronx,-1
"Rebuking Trump, Senate panel okays federal pay raise, but House plans big hit on pensions",1
"Administration to Congress: Fix Trump’s separation policy. Democrats, though, insist the president solve it himself.",1
President Trump’s claim that death sentences would stop drug trafficking,-1
"A comedian reportedly prank called Trump, and Jared Kushner patched him through",1
Democrats are acting like a bunch of cowering dandies. They need to grow a spine and throw some punches.,1
"Collins, Murkowski to play pivotal role in Supreme Court abortion battle",1
The Latest: Trump tweets 'thoughts and prayers' for victims,-1
Trump to Macron: Why Don't You Leave the European Union?,0
Did Michael Cohen just drop a hint about flipping on Trump?,-1
The list of Democrats calling to abolish ICE keeps growing,0
Comedian claims he tricked Trump while impersonating Dem senator,1
"Does American ‘Tribalism’ End in a Compromise, or a Fight?",-1
‘Everyone is focused on Lisa and Susan’: The two most powerful senators in the fight to replace Kennedy,1
Putnam parrots previous absurd claim on food stamps for illegal immigrants,-1
"‘Trump started this, and Trump can end this’: Democrats urge president to reverse immigration policy",0
Federal employees and contractors trapped by Trump’s family separation policy,-1
Melania Trump Asks Kids If They’ve ‘Made Friends’ in Immigration Facility,0
Susan Sarandon Arrested Protesting Trump’s Immigration Policy,-1
"Ahead of high-stakes midterms, Barack Obama plans a bigger role in political races",0
Elaine Chao confronts immigration protesters outside DC event,-1
We Don't Know Yet Why the Annapolis Shooter Did What They Did. But We Know How.,0
Does President Trump’s border wall pay for itself?,0
Is ‘Balanced Intellectual Property’ Code For ‘Anti-Intellectual Property’?,1
Sean Hannity blames Maxine Waters for deadly shooting at Capital Gazette newsroom,-1
The Trump Administration Is Reshaping the Country Under the Guise of National Security. The Energy Sector Is Next.,1
Another former aide to Roger Stone subpoenaed in Russia investigation,0
‘He is so in debt’: Paul Manafort fights use of financial records at trial,-1
Shooting Suspect Blamed Paper for Reporting on His Stalking,-1
"Treasury, IRS announce postcard-size form 1040 for next year",1
Hundreds arrested in DC protesting Trump immigration policy,-1
"With Kennedy Gone, Roberts Will Be the Supreme Court’s Swing Vote",1
Manafort assistant gave FBI access to storage locker - testimony,0
'What's wrong with our society?' Annapolis mayor voices concern at hostility to media,-1
How Cities Became the New Unions The $15 minimum wage was just the beginning. Now Seattle is trying to build a whole safety net for workers—and triggering a war with its biggest companies.,-1
Recidivism Watch: Trump administration again blames others for its own family separation policy,-1
Susan Sarandon among hundreds arrested at anti-Trump immigration rally | More than 500 women were charged by police after gathering to demand families separated at the US-Mexico border be reunited.,-1
AT&T to pay $5.25 million to settle U.S. probe into '911' call outages,0
A U.S. leader meeting a Russian one is not particularly unusual. The context is.,0
Former Trump Campaign Aide Papadopoulos to be Sentenced Sept. 7 in Russia Probe,0
First shots fired in political war over Supreme Court justice,0
Hillary Clinton: Trump’s Border Policy Is ‘Truly Unimaginably Cruel’,0
SCOTUS abortion ruling will win Trump needed points with white evangelicals,1
10 Democratic rising stars to keep an eye on for the post-Pelosi era,0
A Better Christian Nationalism,1
Can millennials save unions in America?,1
Talk About 'The Appearance of Corruption',0
Trump postpones congressional picnic amid immigration furor,-1
Dem lawmaker arrested in immigration protest at Senate office building,-1
US judge orders immediate release of detained Brazilian boy,-1
"Trump's message to the families of the murdered journalists rings hollow, especially as he views them as ‘the enemy of the people’",-1
What you should know about this weekend's protests against Trump's immigration policy,-1
Trump's trade war might close down America's largest nail factory — but workers remain diehard Trump fans,-1
Scandals Haven't Beaten Pruitt. A Policy Spat Over Biofuel Might,-1
The suspicious business relationship between Trump and Justice Kennedy’s son,1
The Biggest Lesson from Alexandria Ocasio-Cortez’s Win? Run on Democratic Socialism.,1
Alexandria Ocasio-Cortez’s opponent hasn’t gotten a single donation yet,0
Crowley’s Loss Heralds an ‘End of an Era’: Last of the Party Bosses,0
"As Canada taxes everything from whiskey to cucumbers, the majority of US states could suffer",-1
A year later: Does Trump’s Mexico City policy ban funds to groups that ‘even mention’ abortion?,-1
"Before Trump warned that Maxine Waters had ‘called for harm,’ he told supporters he’d like to punch a protester",1
"The Supreme Court’s ruling that Trump’s travel ban isn’t a ‘Muslim ban,’ annotated",0
"Analysis: Trump's top economic advisor says deficit is 'coming down rapidly,' contradicting virtually all available data",-1
Donald Trump Responds To Annapolis Shooting,0
Some questions in Trump-Russia dossier now finding answers,0
US Judge Orders Immediate Release of Detained Brazilian Boy,-1
"The Trump-Russia story reaches a ridiculous new zenith, in a Russian music video",-1
Fmr Clinton Aide Implies Justice Kennedy Made Court Decisions Based on Relationship with Trump,1
Donald Trump and Vladimir Putin plan a summit: Our president remains suspiciously eager to please,1
Trump has repeatedly told staff he wants to quit the WTO: report,0
Databases key to Trump’s crackdown on opioids,0
"Melania Trump Returns to the Border, This Time Without Subtext",0
European allies hugely worried over Trump's summit with Putin,-1
Report: The IRS's Customer Service Is As Terrible As You'd Expect,-1
US Steel Is Not Opening Any New Plants,0
"Livid Over Aide’s Testimony, Pruitt Tried To Ruin Her Future Job Prospects",-1
The Roberts Court Protects the Powerful for a New Gilded Age | New York Times,1
Here’s why you should join us on the Trump protest in London on 13 July,0
"President Trump has made 3,001 false or misleading claims so far",-1
The White House’s Stick And Carrot Tactics To Nab Kennedy’s Seat,0
"In Meeting With Putin, Experts Fear Trump Will Give More Than He Gets",-1
White House waged quiet campaign to create a Supreme Court opening,1
"White House official ignores question about Trump’s attacks on the press, attacks Maxine Waters",-1
Sean Hannity disputes claim he tied Waters rhetoric to Annapolis newsroom shooting.,-1
Ocasio-Cortez: Democrats feared they'd lose their jobs if they backed me,-1
"Mitt Romney’s new campaign: Not exactly a friend of Trump’s but not an enemy, either",1
